location,type,long,lat
FKNMS1,Sanctuary,-80.42225,25.23918
FKNMS1,Sanctuary,-80.42231,25.23927
FKNMS1,Sanctuary,-80.42247,25.23934
FKNMS1,Sanctuary,-80.42248,25.23946
FKNMS1,Sanctuary,-80.4225,25.23953
FKNMS1,Sanctuary,-80.4225,25.23962
FKNMS1,Sanctuary,-80.42261,25.23975
FKNMS1,Sanctuary,-80.42276,25.23982
FKNMS1,Sanctuary,-80.42284,25.23985
FKNMS1,Sanctuary,-80.42302,25.24011
FKNMS1,Sanctuary,-80.42335,25.24046
FKNMS1,Sanctuary,-80.4235,25.24053
FKNMS1,Sanctuary,-80.42361,25.24054
FKNMS1,Sanctuary,-80.42401,25.24045
FKNMS1,Sanctuary,-80.42417,25.24039
FKNMS1,Sanctuary,-80.42441,25.24026
FKNMS1,Sanctuary,-80.4246,25.24025
FKNMS1,Sanctuary,-80.42478,25.24016
FKNMS1,Sanctuary,-80.42533,25.24001
FKNMS1,Sanctuary,-80.42551,25.23998
FKNMS1,Sanctuary,-80.42583,25.23989
FKNMS1,Sanctuary,-80.42601,25.23981
FKNMS1,Sanctuary,-80.42625,25.23971
FKNMS1,Sanctuary,-80.42659,25.23958
FKNMS1,Sanctuary,-80.42667,25.23958
FKNMS1,Sanctuary,-80.42681,25.23951
FKNMS1,Sanctuary,-80.42707,25.2395
FKNMS1,Sanctuary,-80.42715,25.23952
FKNMS1,Sanctuary,-80.4272,25.23958
FKNMS1,Sanctuary,-80.42721,25.23975
FKNMS1,Sanctuary,-80.42726,25.23975
FKNMS1,Sanctuary,-80.42733,25.23966
FKNMS1,Sanctuary,-80.42742,25.23954
FKNMS1,Sanctuary,-80.42757,25.23941
FKNMS1,Sanctuary,-80.42769,25.23939
FKNMS1,Sanctuary,-80.42781,25.23935
FKNMS1,Sanctuary,-80.42797,25.23942
FKNMS1,Sanctuary,-80.42805,25.23938
FKNMS1,Sanctuary,-80.42829,25.23922
FKNMS1,Sanctuary,-80.42846,25.23921
FKNMS1,Sanctuary,-80.42897,25.23928
FKNMS1,Sanctuary,-80.42916,25.23933
FKNMS1,Sanctuary,-80.4293,25.23939
FKNMS1,Sanctuary,-80.42946,25.23955
FKNMS1,Sanctuary,-80.42988,25.24001
FKNMS1,Sanctuary,-80.43003,25.24024
FKNMS1,Sanctuary,-80.43011,25.24034
FKNMS1,Sanctuary,-80.43026,25.24045
FKNMS1,Sanctuary,-80.43049,25.24054
FKNMS1,Sanctuary,-80.43048,25.24068
FKNMS1,Sanctuary,-80.43045,25.24069
FKNMS1,Sanctuary,-80.43038,25.24073
FKNMS1,Sanctuary,-80.43035,25.24079
FKNMS1,Sanctuary,-80.43041,25.241
FKNMS1,Sanctuary,-80.43051,25.24111
FKNMS1,Sanctuary,-80.43056,25.24116
FKNMS1,Sanctuary,-80.43064,25.24136
FKNMS1,Sanctuary,-80.43061,25.2416
FKNMS1,Sanctuary,-80.43055,25.24169
FKNMS1,Sanctuary,-80.43042,25.24186
FKNMS1,Sanctuary,-80.4304,25.2419
FKNMS1,Sanctuary,-80.43062,25.24202
FKNMS1,Sanctuary,-80.43072,25.2421
FKNMS1,Sanctuary,-80.43078,25.24215
FKNMS1,Sanctuary,-80.43095,25.24223
FKNMS1,Sanctuary,-80.43116,25.24223
FKNMS1,Sanctuary,-80.43127,25.24223
FKNMS1,Sanctuary,-80.43143,25.24229
FKNMS1,Sanctuary,-80.43154,25.24235
FKNMS1,Sanctuary,-80.43168,25.2425
FKNMS1,Sanctuary,-80.43185,25.24272
FKNMS1,Sanctuary,-80.43201,25.24302
FKNMS1,Sanctuary,-80.43215,25.24335
FKNMS1,Sanctuary,-80.43226,25.24374
FKNMS1,Sanctuary,-80.43231,25.24405
FKNMS1,Sanctuary,-80.43229,25.24414
FKNMS1,Sanctuary,-80.43222,25.24429
FKNMS1,Sanctuary,-80.43214,25.24456
FKNMS1,Sanctuary,-80.43206,25.24481
FKNMS1,Sanctuary,-80.43196,25.24501
FKNMS1,Sanctuary,-80.43177,25.2454
FKNMS1,Sanctuary,-80.43172,25.24553
FKNMS1,Sanctuary,-80.43172,25.2457
FKNMS1,Sanctuary,-80.43175,25.24596
FKNMS1,Sanctuary,-80.43171,25.24633
FKNMS1,Sanctuary,-80.43169,25.24654
FKNMS1,Sanctuary,-80.43174,25.24693
FKNMS1,Sanctuary,-80.43161,25.24771
FKNMS1,Sanctuary,-80.43154,25.248
FKNMS1,Sanctuary,-80.43144,25.24823
FKNMS1,Sanctuary,-80.43132,25.24852
FKNMS1,Sanctuary,-80.43116,25.24895
FKNMS1,Sanctuary,-80.43107,25.24906
FKNMS1,Sanctuary,-80.43094,25.24921
FKNMS1,Sanctuary,-80.4308,25.2494
FKNMS1,Sanctuary,-80.43054,25.24971
FKNMS1,Sanctuary,-80.4302,25.25005
FKNMS1,Sanctuary,-80.43008,25.2502
FKNMS1,Sanctuary,-80.42998,25.25036
FKNMS1,Sanctuary,-80.42948,25.25078
FKNMS1,Sanctuary,-80.42897,25.25109
FKNMS1,Sanctuary,-80.42859,25.25123
FKNMS1,Sanctuary,-80.42852,25.25132
FKNMS1,Sanctuary,-80.42845,25.25144
FKNMS1,Sanctuary,-80.42845,25.25154
FKNMS1,Sanctuary,-80.42855,25.25183
FKNMS1,Sanctuary,-80.42856,25.25207
FKNMS1,Sanctuary,-80.42852,25.25218
FKNMS1,Sanctuary,-80.42829,25.25256
FKNMS1,Sanctuary,-80.42826,25.25267
FKNMS1,Sanctuary,-80.42829,25.2528
FKNMS1,Sanctuary,-80.42837,25.25297
FKNMS1,Sanctuary,-80.42837,25.25305
FKNMS1,Sanctuary,-80.42832,25.2532
FKNMS1,Sanctuary,-80.42831,25.25332
FKNMS1,Sanctuary,-80.42826,25.25339
FKNMS1,Sanctuary,-80.42813,25.25345
FKNMS1,Sanctuary,-80.42801,25.25343
FKNMS1,Sanctuary,-80.42788,25.25342
FKNMS1,Sanctuary,-80.42771,25.25342
FKNMS1,Sanctuary,-80.42761,25.25345
FKNMS1,Sanctuary,-80.4275,25.25343
FKNMS1,Sanctuary,-80.42733,25.25338
FKNMS1,Sanctuary,-80.42721,25.25341
FKNMS1,Sanctuary,-80.42707,25.25346
FKNMS1,Sanctuary,-80.42697,25.25355
FKNMS1,Sanctuary,-80.42685,25.2537
FKNMS1,Sanctuary,-80.42678,25.25376
FKNMS1,Sanctuary,-80.42647,25.25387
FKNMS1,Sanctuary,-80.42628,25.25407
FKNMS1,Sanctuary,-80.42581,25.25438
FKNMS1,Sanctuary,-80.42573,25.25449
FKNMS1,Sanctuary,-80.4257,25.25456
FKNMS1,Sanctuary,-80.42572,25.25466
FKNMS1,Sanctuary,-80.42578,25.25471
FKNMS1,Sanctuary,-80.42592,25.25475
FKNMS1,Sanctuary,-80.42634,25.25475
FKNMS1,Sanctuary,-80.42647,25.25478
FKNMS1,Sanctuary,-80.42668,25.2549
FKNMS1,Sanctuary,-80.42678,25.25498
FKNMS1,Sanctuary,-80.42686,25.25519
FKNMS1,Sanctuary,-80.42692,25.25555
FKNMS1,Sanctuary,-80.42695,25.25559
FKNMS1,Sanctuary,-80.42702,25.25555
FKNMS1,Sanctuary,-80.42708,25.25553
FKNMS1,Sanctuary,-80.42723,25.25552
FKNMS1,Sanctuary,-80.4273,25.25553
FKNMS1,Sanctuary,-80.4274,25.25561
FKNMS1,Sanctuary,-80.42739,25.25564
FKNMS1,Sanctuary,-80.42729,25.25568
FKNMS1,Sanctuary,-80.42729,25.2557
FKNMS1,Sanctuary,-80.42736,25.25575
FKNMS1,Sanctuary,-80.42745,25.25578
FKNMS1,Sanctuary,-80.42746,25.2558
FKNMS1,Sanctuary,-80.42749,25.25592
FKNMS1,Sanctuary,-80.42743,25.25598
FKNMS1,Sanctuary,-80.42739,25.25605
FKNMS1,Sanctuary,-80.42731,25.25617
FKNMS1,Sanctuary,-80.42733,25.25623
FKNMS1,Sanctuary,-80.42741,25.25627
FKNMS1,Sanctuary,-80.42749,25.25627
FKNMS1,Sanctuary,-80.42752,25.25623
FKNMS1,Sanctuary,-80.42759,25.25625
FKNMS1,Sanctuary,-80.42766,25.25626
FKNMS1,Sanctuary,-80.42773,25.25623
FKNMS1,Sanctuary,-80.428,25.25602
FKNMS1,Sanctuary,-80.42805,25.25594
FKNMS1,Sanctuary,-80.42817,25.25587
FKNMS1,Sanctuary,-80.42823,25.25583
FKNMS1,Sanctuary,-80.42823,25.25576
FKNMS1,Sanctuary,-80.42821,25.25556
FKNMS1,Sanctuary,-80.42824,25.25548
FKNMS1,Sanctuary,-80.42829,25.25544
FKNMS1,Sanctuary,-80.42832,25.25545
FKNMS1,Sanctuary,-80.42835,25.25551
FKNMS1,Sanctuary,-80.42835,25.25566
FKNMS1,Sanctuary,-80.4284,25.25584
FKNMS1,Sanctuary,-80.42848,25.25598
FKNMS1,Sanctuary,-80.42914,25.25633
FKNMS1,Sanctuary,-80.42939,25.25648
FKNMS1,Sanctuary,-80.42955,25.25659
FKNMS1,Sanctuary,-80.42972,25.25669
FKNMS1,Sanctuary,-80.42979,25.25668
FKNMS1,Sanctuary,-80.43003,25.25658
FKNMS1,Sanctuary,-80.43008,25.25658
FKNMS1,Sanctuary,-80.43008,25.25663
FKNMS1,Sanctuary,-80.42993,25.25688
FKNMS1,Sanctuary,-80.42988,25.25699
FKNMS1,Sanctuary,-80.42978,25.25718
FKNMS1,Sanctuary,-80.42969,25.25746
FKNMS1,Sanctuary,-80.42961,25.2577
FKNMS1,Sanctuary,-80.42965,25.25783
FKNMS1,Sanctuary,-80.42965,25.25791
FKNMS1,Sanctuary,-80.42961,25.25798
FKNMS1,Sanctuary,-80.42966,25.25805
FKNMS1,Sanctuary,-80.42965,25.25823
FKNMS1,Sanctuary,-80.42961,25.25852
FKNMS1,Sanctuary,-80.42952,25.2587
FKNMS1,Sanctuary,-80.42926,25.25913
FKNMS1,Sanctuary,-80.42903,25.25938
FKNMS1,Sanctuary,-80.42879,25.25955
FKNMS1,Sanctuary,-80.42859,25.25967
FKNMS1,Sanctuary,-80.42836,25.25977
FKNMS1,Sanctuary,-80.42832,25.25982
FKNMS1,Sanctuary,-80.42832,25.26019
FKNMS1,Sanctuary,-80.42829,25.26038
FKNMS1,Sanctuary,-80.42827,25.26042
FKNMS1,Sanctuary,-80.42814,25.26035
FKNMS1,Sanctuary,-80.42807,25.26037
FKNMS1,Sanctuary,-80.428,25.26047
FKNMS1,Sanctuary,-80.42779,25.26082
FKNMS1,Sanctuary,-80.42778,25.26094
FKNMS1,Sanctuary,-80.42775,25.26103
FKNMS1,Sanctuary,-80.42765,25.26113
FKNMS1,Sanctuary,-80.42762,25.26116
FKNMS1,Sanctuary,-80.4276,25.26119
FKNMS1,Sanctuary,-80.42763,25.26123
FKNMS1,Sanctuary,-80.42754,25.26174
FKNMS1,Sanctuary,-80.42747,25.26178
FKNMS1,Sanctuary,-80.42737,25.26187
FKNMS1,Sanctuary,-80.42733,25.26191
FKNMS1,Sanctuary,-80.4273,25.26204
FKNMS1,Sanctuary,-80.4273,25.2621
FKNMS1,Sanctuary,-80.42726,25.26215
FKNMS1,Sanctuary,-80.42727,25.26224
FKNMS1,Sanctuary,-80.42729,25.26229
FKNMS1,Sanctuary,-80.42709,25.26241
FKNMS1,Sanctuary,-80.42699,25.26239
FKNMS1,Sanctuary,-80.42694,25.26239
FKNMS1,Sanctuary,-80.42688,25.26244
FKNMS1,Sanctuary,-80.42686,25.2625
FKNMS1,Sanctuary,-80.42694,25.26261
FKNMS1,Sanctuary,-80.42691,25.26269
FKNMS1,Sanctuary,-80.42683,25.2629
FKNMS1,Sanctuary,-80.42718,25.26306
FKNMS1,Sanctuary,-80.42721,25.26305
FKNMS1,Sanctuary,-80.42723,25.26302
FKNMS1,Sanctuary,-80.42739,25.26311
FKNMS1,Sanctuary,-80.42763,25.26358
FKNMS1,Sanctuary,-80.42771,25.26375
FKNMS1,Sanctuary,-80.42772,25.26387
FKNMS1,Sanctuary,-80.42768,25.26406
FKNMS1,Sanctuary,-80.4277,25.26433
FKNMS1,Sanctuary,-80.42774,25.26445
FKNMS1,Sanctuary,-80.42785,25.26466
FKNMS1,Sanctuary,-80.42788,25.26479
FKNMS1,Sanctuary,-80.42786,25.2649
FKNMS1,Sanctuary,-80.42784,25.26492
FKNMS1,Sanctuary,-80.42773,25.26489
FKNMS1,Sanctuary,-80.42768,25.26492
FKNMS1,Sanctuary,-80.42765,25.26502
FKNMS1,Sanctuary,-80.4277,25.2651
FKNMS1,Sanctuary,-80.42769,25.26512
FKNMS1,Sanctuary,-80.42763,25.26521
FKNMS1,Sanctuary,-80.42762,25.26529
FKNMS1,Sanctuary,-80.42765,25.26533
FKNMS1,Sanctuary,-80.4273,25.26536
FKNMS1,Sanctuary,-80.42724,25.26531
FKNMS1,Sanctuary,-80.42721,25.26532
FKNMS1,Sanctuary,-80.42717,25.2654
FKNMS1,Sanctuary,-80.42718,25.26545
FKNMS1,Sanctuary,-80.42726,25.26557
FKNMS1,Sanctuary,-80.42726,25.26562
FKNMS1,Sanctuary,-80.4272,25.26569
FKNMS1,Sanctuary,-80.42702,25.26575
FKNMS1,Sanctuary,-80.42682,25.26577
FKNMS1,Sanctuary,-80.42667,25.26581
FKNMS1,Sanctuary,-80.42652,25.26578
FKNMS1,Sanctuary,-80.42626,25.26566
FKNMS1,Sanctuary,-80.42607,25.26564
FKNMS1,Sanctuary,-80.42575,25.26546
FKNMS1,Sanctuary,-80.42557,25.26531
FKNMS1,Sanctuary,-80.42543,25.2651
FKNMS1,Sanctuary,-80.4253,25.26482
FKNMS1,Sanctuary,-80.4252,25.26453
FKNMS1,Sanctuary,-80.42509,25.26446
FKNMS1,Sanctuary,-80.42481,25.26431
FKNMS1,Sanctuary,-80.42469,25.26422
FKNMS1,Sanctuary,-80.42462,25.26416
FKNMS1,Sanctuary,-80.42461,25.26409
FKNMS1,Sanctuary,-80.42462,25.264
FKNMS1,Sanctuary,-80.42459,25.26395
FKNMS1,Sanctuary,-80.42454,25.2639
FKNMS1,Sanctuary,-80.42453,25.26383
FKNMS1,Sanctuary,-80.42457,25.26376
FKNMS1,Sanctuary,-80.42463,25.2637
FKNMS1,Sanctuary,-80.42465,25.26363
FKNMS1,Sanctuary,-80.4246,25.26352
FKNMS1,Sanctuary,-80.42453,25.26339
FKNMS1,Sanctuary,-80.42449,25.26322
FKNMS1,Sanctuary,-80.42443,25.26313
FKNMS1,Sanctuary,-80.42443,25.26302
FKNMS1,Sanctuary,-80.42446,25.26292
FKNMS1,Sanctuary,-80.42463,25.26263
FKNMS1,Sanctuary,-80.42463,25.26253
FKNMS1,Sanctuary,-80.4246,25.26244
FKNMS1,Sanctuary,-80.42453,25.26239
FKNMS1,Sanctuary,-80.42399,25.26213
FKNMS1,Sanctuary,-80.42396,25.2621
FKNMS1,Sanctuary,-80.42398,25.26202
FKNMS1,Sanctuary,-80.42401,25.26198
FKNMS1,Sanctuary,-80.42398,25.26195
FKNMS1,Sanctuary,-80.42389,25.26194
FKNMS1,Sanctuary,-80.42382,25.26193
FKNMS1,Sanctuary,-80.42378,25.26187
FKNMS1,Sanctuary,-80.42373,25.26166
FKNMS1,Sanctuary,-80.42366,25.26145
FKNMS1,Sanctuary,-80.42363,25.26128
FKNMS1,Sanctuary,-80.42359,25.26098
FKNMS1,Sanctuary,-80.42353,25.26083
FKNMS1,Sanctuary,-80.42334,25.26045
FKNMS1,Sanctuary,-80.42334,25.26001
FKNMS1,Sanctuary,-80.42337,25.25986
FKNMS1,Sanctuary,-80.42345,25.25971
FKNMS1,Sanctuary,-80.42351,25.25967
FKNMS1,Sanctuary,-80.4237,25.25954
FKNMS1,Sanctuary,-80.42375,25.25948
FKNMS1,Sanctuary,-80.42374,25.2594
FKNMS1,Sanctuary,-80.42369,25.25931
FKNMS1,Sanctuary,-80.42353,25.25924
FKNMS1,Sanctuary,-80.42338,25.25919
FKNMS1,Sanctuary,-80.42334,25.25915
FKNMS1,Sanctuary,-80.42335,25.25907
FKNMS1,Sanctuary,-80.4234,25.25899
FKNMS1,Sanctuary,-80.42347,25.25895
FKNMS1,Sanctuary,-80.42356,25.25893
FKNMS1,Sanctuary,-80.42364,25.25898
FKNMS1,Sanctuary,-80.42373,25.25898
FKNMS1,Sanctuary,-80.4239,25.25906
FKNMS1,Sanctuary,-80.42396,25.25906
FKNMS1,Sanctuary,-80.42405,25.25901
FKNMS1,Sanctuary,-80.42415,25.25891
FKNMS1,Sanctuary,-80.42419,25.25887
FKNMS1,Sanctuary,-80.42427,25.25879
FKNMS1,Sanctuary,-80.42433,25.25869
FKNMS1,Sanctuary,-80.42435,25.25866
FKNMS1,Sanctuary,-80.4243,25.25861
FKNMS1,Sanctuary,-80.42414,25.25848
FKNMS1,Sanctuary,-80.42356,25.25785
FKNMS1,Sanctuary,-80.42324,25.25754
FKNMS1,Sanctuary,-80.42309,25.25738
FKNMS1,Sanctuary,-80.42298,25.25732
FKNMS1,Sanctuary,-80.42295,25.2573
FKNMS1,Sanctuary,-80.42289,25.25739
FKNMS1,Sanctuary,-80.42285,25.25751
FKNMS1,Sanctuary,-80.42283,25.25761
FKNMS1,Sanctuary,-80.42284,25.25773
FKNMS1,Sanctuary,-80.42288,25.25776
FKNMS1,Sanctuary,-80.42298,25.25779
FKNMS1,Sanctuary,-80.42308,25.2578
FKNMS1,Sanctuary,-80.42315,25.25786
FKNMS1,Sanctuary,-80.42324,25.25796
FKNMS1,Sanctuary,-80.42331,25.25812
FKNMS1,Sanctuary,-80.42345,25.25832
FKNMS1,Sanctuary,-80.42354,25.25845
FKNMS1,Sanctuary,-80.42361,25.25853
FKNMS1,Sanctuary,-80.42362,25.2586
FKNMS1,Sanctuary,-80.42359,25.25861
FKNMS1,Sanctuary,-80.42351,25.25858
FKNMS1,Sanctuary,-80.42337,25.2585
FKNMS1,Sanctuary,-80.4233,25.25843
FKNMS1,Sanctuary,-80.42322,25.25835
FKNMS1,Sanctuary,-80.42314,25.25823
FKNMS1,Sanctuary,-80.42309,25.25818
FKNMS1,Sanctuary,-80.42298,25.25815
FKNMS1,Sanctuary,-80.42274,25.25801
FKNMS1,Sanctuary,-80.42264,25.25803
FKNMS1,Sanctuary,-80.42243,25.25823
FKNMS1,Sanctuary,-80.42237,25.25833
FKNMS1,Sanctuary,-80.4224,25.25848
FKNMS1,Sanctuary,-80.42248,25.25876
FKNMS1,Sanctuary,-80.42258,25.25903
FKNMS1,Sanctuary,-80.4227,25.25945
FKNMS1,Sanctuary,-80.42279,25.25964
FKNMS1,Sanctuary,-80.42287,25.25981
FKNMS1,Sanctuary,-80.423,25.26004
FKNMS1,Sanctuary,-80.42305,25.26017
FKNMS1,Sanctuary,-80.42302,25.26033
FKNMS1,Sanctuary,-80.42298,25.26044
FKNMS1,Sanctuary,-80.42287,25.26064
FKNMS1,Sanctuary,-80.42285,25.26078
FKNMS1,Sanctuary,-80.42287,25.26123
FKNMS1,Sanctuary,-80.42282,25.26158
FKNMS1,Sanctuary,-80.4227,25.26194
FKNMS1,Sanctuary,-80.42266,25.26227
FKNMS1,Sanctuary,-80.42263,25.26236
FKNMS1,Sanctuary,-80.42251,25.26253
FKNMS1,Sanctuary,-80.42218,25.26282
FKNMS1,Sanctuary,-80.42202,25.26299
FKNMS1,Sanctuary,-80.42179,25.26314
FKNMS1,Sanctuary,-80.42171,25.26318
FKNMS1,Sanctuary,-80.4216,25.26318
FKNMS1,Sanctuary,-80.42148,25.26321
FKNMS1,Sanctuary,-80.42131,25.26318
FKNMS1,Sanctuary,-80.42119,25.26321
FKNMS1,Sanctuary,-80.42105,25.26326
FKNMS1,Sanctuary,-80.42073,25.26335
FKNMS1,Sanctuary,-80.42055,25.26341
FKNMS1,Sanctuary,-80.42042,25.26341
FKNMS1,Sanctuary,-80.42035,25.26344
FKNMS1,Sanctuary,-80.42028,25.26351
FKNMS1,Sanctuary,-80.42025,25.26359
FKNMS1,Sanctuary,-80.42022,25.26381
FKNMS1,Sanctuary,-80.42021,25.26417
FKNMS1,Sanctuary,-80.42016,25.26438
FKNMS1,Sanctuary,-80.4202,25.26443
FKNMS1,Sanctuary,-80.42028,25.26445
FKNMS1,Sanctuary,-80.42044,25.26446
FKNMS1,Sanctuary,-80.42065,25.26458
FKNMS1,Sanctuary,-80.4208,25.26466
FKNMS1,Sanctuary,-80.42082,25.26469
FKNMS1,Sanctuary,-80.42066,25.26465
FKNMS1,Sanctuary,-80.42018,25.26455
FKNMS1,Sanctuary,-80.42012,25.26457
FKNMS1,Sanctuary,-80.41993,25.26474
FKNMS1,Sanctuary,-80.41983,25.2649
FKNMS1,Sanctuary,-80.41965,25.26503
FKNMS1,Sanctuary,-80.4196,25.26508
FKNMS1,Sanctuary,-80.41957,25.26513
FKNMS1,Sanctuary,-80.4196,25.26524
FKNMS1,Sanctuary,-80.41947,25.2652
FKNMS1,Sanctuary,-80.41926,25.26518
FKNMS1,Sanctuary,-80.41915,25.26521
FKNMS1,Sanctuary,-80.41893,25.26533
FKNMS1,Sanctuary,-80.41878,25.2654
FKNMS1,Sanctuary,-80.41862,25.26546
FKNMS1,Sanctuary,-80.41854,25.26559
FKNMS1,Sanctuary,-80.41843,25.2657
FKNMS1,Sanctuary,-80.41835,25.26574
FKNMS1,Sanctuary,-80.41828,25.26573
FKNMS1,Sanctuary,-80.41816,25.26565
FKNMS1,Sanctuary,-80.4181,25.26564
FKNMS1,Sanctuary,-80.41793,25.26568
FKNMS1,Sanctuary,-80.41781,25.26575
FKNMS1,Sanctuary,-80.41778,25.26583
FKNMS1,Sanctuary,-80.41777,25.26631
FKNMS1,Sanctuary,-80.41764,25.26655
FKNMS1,Sanctuary,-80.41752,25.26665
FKNMS1,Sanctuary,-80.41719,25.26687
FKNMS1,Sanctuary,-80.41701,25.26697
FKNMS1,Sanctuary,-80.41694,25.26706
FKNMS1,Sanctuary,-80.4169,25.26718
FKNMS1,Sanctuary,-80.41682,25.26764
FKNMS1,Sanctuary,-80.41681,25.26804
FKNMS1,Sanctuary,-80.41674,25.26829
FKNMS1,Sanctuary,-80.41665,25.26838
FKNMS1,Sanctuary,-80.41653,25.26842
FKNMS1,Sanctuary,-80.41651,25.26846
FKNMS1,Sanctuary,-80.41652,25.26849
FKNMS1,Sanctuary,-80.41664,25.2685
FKNMS1,Sanctuary,-80.41683,25.26857
FKNMS1,Sanctuary,-80.41714,25.26873
FKNMS1,Sanctuary,-80.4174,25.2689
FKNMS1,Sanctuary,-80.41752,25.269
FKNMS1,Sanctuary,-80.41764,25.26915
FKNMS1,Sanctuary,-80.41785,25.26934
FKNMS1,Sanctuary,-80.418,25.26944
FKNMS1,Sanctuary,-80.41827,25.26969
FKNMS1,Sanctuary,-80.41854,25.2699
FKNMS1,Sanctuary,-80.4188,25.27006
FKNMS1,Sanctuary,-80.41893,25.27017
FKNMS1,Sanctuary,-80.41905,25.27034
FKNMS1,Sanctuary,-80.41912,25.27048
FKNMS1,Sanctuary,-80.41917,25.27079
FKNMS1,Sanctuary,-80.41918,25.27121
FKNMS1,Sanctuary,-80.41915,25.27139
FKNMS1,Sanctuary,-80.41899,25.27173
FKNMS1,Sanctuary,-80.41886,25.27194
FKNMS1,Sanctuary,-80.41874,25.27204
FKNMS1,Sanctuary,-80.41867,25.27207
FKNMS1,Sanctuary,-80.41861,25.27207
FKNMS1,Sanctuary,-80.41854,25.2722
FKNMS1,Sanctuary,-80.41848,25.27227
FKNMS1,Sanctuary,-80.41769,25.27268
FKNMS1,Sanctuary,-80.41751,25.27272
FKNMS1,Sanctuary,-80.41735,25.27272
FKNMS1,Sanctuary,-80.41706,25.27263
FKNMS1,Sanctuary,-80.41683,25.27251
FKNMS1,Sanctuary,-80.41675,25.27243
FKNMS1,Sanctuary,-80.41664,25.2722
FKNMS1,Sanctuary,-80.41655,25.27203
FKNMS1,Sanctuary,-80.41648,25.27194
FKNMS1,Sanctuary,-80.41654,25.27179
FKNMS1,Sanctuary,-80.41651,25.27175
FKNMS1,Sanctuary,-80.41642,25.2717
FKNMS1,Sanctuary,-80.41635,25.2717
FKNMS1,Sanctuary,-80.41629,25.27175
FKNMS1,Sanctuary,-80.41623,25.2719
FKNMS1,Sanctuary,-80.41616,25.27194
FKNMS1,Sanctuary,-80.41597,25.27195
FKNMS1,Sanctuary,-80.41568,25.272
FKNMS1,Sanctuary,-80.41552,25.27199
FKNMS1,Sanctuary,-80.41536,25.27192
FKNMS1,Sanctuary,-80.41503,25.27174
FKNMS1,Sanctuary,-80.41487,25.27158
FKNMS1,Sanctuary,-80.41474,25.2714
FKNMS1,Sanctuary,-80.41458,25.27109
FKNMS1,Sanctuary,-80.41453,25.27081
FKNMS1,Sanctuary,-80.41449,25.2705
FKNMS1,Sanctuary,-80.41449,25.27025
FKNMS1,Sanctuary,-80.41456,25.2701
FKNMS1,Sanctuary,-80.41464,25.2699
FKNMS1,Sanctuary,-80.41469,25.2697
FKNMS1,Sanctuary,-80.41468,25.2696
FKNMS1,Sanctuary,-80.41453,25.26955
FKNMS1,Sanctuary,-80.41439,25.26943
FKNMS1,Sanctuary,-80.41424,25.26921
FKNMS1,Sanctuary,-80.41421,25.26909
FKNMS1,Sanctuary,-80.41416,25.26904
FKNMS1,Sanctuary,-80.4141,25.26906
FKNMS1,Sanctuary,-80.41403,25.26906
FKNMS1,Sanctuary,-80.41391,25.26897
FKNMS1,Sanctuary,-80.41381,25.26885
FKNMS1,Sanctuary,-80.41375,25.26869
FKNMS1,Sanctuary,-80.41374,25.26861
FKNMS1,Sanctuary,-80.41378,25.26849
FKNMS1,Sanctuary,-80.41373,25.26842
FKNMS1,Sanctuary,-80.41366,25.26833
FKNMS1,Sanctuary,-80.41359,25.26813
FKNMS1,Sanctuary,-80.41355,25.26779
FKNMS1,Sanctuary,-80.41355,25.26767
FKNMS1,Sanctuary,-80.41362,25.26756
FKNMS1,Sanctuary,-80.41381,25.26749
FKNMS1,Sanctuary,-80.41404,25.26737
FKNMS1,Sanctuary,-80.41408,25.2673
FKNMS1,Sanctuary,-80.4141,25.26716
FKNMS1,Sanctuary,-80.41424,25.26691
FKNMS1,Sanctuary,-80.41423,25.26688
FKNMS1,Sanctuary,-80.41417,25.26683
FKNMS1,Sanctuary,-80.41417,25.26679
FKNMS1,Sanctuary,-80.41423,25.26664
FKNMS1,Sanctuary,-80.41431,25.26648
FKNMS1,Sanctuary,-80.41427,25.2664
FKNMS1,Sanctuary,-80.41417,25.26631
FKNMS1,Sanctuary,-80.41405,25.2662
FKNMS1,Sanctuary,-80.41403,25.26614
FKNMS1,Sanctuary,-80.41436,25.26561
FKNMS1,Sanctuary,-80.41444,25.26529
FKNMS1,Sanctuary,-80.41462,25.26483
FKNMS1,Sanctuary,-80.41477,25.26458
FKNMS1,Sanctuary,-80.41491,25.26444
FKNMS1,Sanctuary,-80.41508,25.26436
FKNMS1,Sanctuary,-80.41551,25.26419
FKNMS1,Sanctuary,-80.41571,25.26415
FKNMS1,Sanctuary,-80.41624,25.26428
FKNMS1,Sanctuary,-80.41649,25.26436
FKNMS1,Sanctuary,-80.41661,25.2644
FKNMS1,Sanctuary,-80.41665,25.26438
FKNMS1,Sanctuary,-80.41671,25.26433
FKNMS1,Sanctuary,-80.41678,25.26431
FKNMS1,Sanctuary,-80.41691,25.26437
FKNMS1,Sanctuary,-80.41709,25.26453
FKNMS1,Sanctuary,-80.4173,25.26463
FKNMS1,Sanctuary,-80.41745,25.26464
FKNMS1,Sanctuary,-80.4178,25.26465
FKNMS1,Sanctuary,-80.41803,25.26469
FKNMS1,Sanctuary,-80.41831,25.26484
FKNMS1,Sanctuary,-80.41835,25.26488
FKNMS1,Sanctuary,-80.41846,25.26488
FKNMS1,Sanctuary,-80.4186,25.26494
