region,location,site,date,sampleID,species,latDD,longDD,depthFt,depthM,depthZone,collection,rackID
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-035,Stephanocoenia intersepta,24.49395667,-81.58831167,104,31.7,Mesophotic,Tech Dive,6
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-036,Stephanocoenia intersepta,24.49395667,-81.58831167,103,31.4,Mesophotic,Tech Dive,6
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-038,Stephanocoenia intersepta,24.49395667,-81.58831167,104,31.7,Mesophotic,Tech Dive,6
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-040,Stephanocoenia intersepta,24.49395667,-81.58831167,106,32.3,Mesophotic,Tech Dive,6
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-041,Stephanocoenia intersepta,24.49395667,-81.58831167,106,32.3,Mesophotic,Tech Dive,6
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-044,Stephanocoenia intersepta,24.49395667,-81.58831167,107,32.6,Mesophotic,Tech Dive,6
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-046,Stephanocoenia intersepta,24.49395667,-81.58831167,110,33.5,Mesophotic,Tech Dive,6
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-048,Stephanocoenia intersepta,24.49395667,-81.58831167,107,32.6,Mesophotic,Tech Dive,6
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-049,Stephanocoenia intersepta,24.49395667,-81.58831167,106,32.3,Mesophotic,Tech Dive,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-002,Stephanocoenia intersepta,24.49297,-81.59892667,60,18.3,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-003,Stephanocoenia intersepta,24.49297,-81.59892667,59,18,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-004,Stephanocoenia intersepta,24.49297,-81.59892667,60,18.3,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-008,Stephanocoenia intersepta,24.49297,-81.59892667,59,18,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-010,Stephanocoenia intersepta,24.49297,-81.59892667,59,18,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-012,Stephanocoenia intersepta,24.49297,-81.59892667,58,17.7,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-014,Stephanocoenia intersepta,24.49297,-81.59892667,59,18,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-016,Stephanocoenia intersepta,24.49297,-81.59892667,58,17.7,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-018,Stephanocoenia intersepta,24.49297,-81.59892667,58,17.7,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-020,Stephanocoenia intersepta,24.49297,-81.59892667,58,17.7,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-022,Stephanocoenia intersepta,24.49297,-81.59892667,58,17.7,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-024,Stephanocoenia intersepta,24.49297,-81.59892667,59,18,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-026,Stephanocoenia intersepta,24.49297,-81.59892667,59,18,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-027,Stephanocoenia intersepta,24.49297,-81.59892667,61,18.6,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-028,Stephanocoenia intersepta,24.49297,-81.59892667,59,18,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-029,Stephanocoenia intersepta,24.49297,-81.59892667,59,18,Shallow,Scuba,6
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-031,Stephanocoenia intersepta,24.49297,-81.59892667,59,18,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-034,Stephanocoenia intersepta,24.49297,-81.59892667,58,17.7,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-037,Stephanocoenia intersepta,24.49297,-81.59892667,56,17.1,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-039,Stephanocoenia intersepta,24.49297,-81.59892667,57,17.4,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-041,Stephanocoenia intersepta,24.49297,-81.59892667,59,18,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-043,Stephanocoenia intersepta,24.49297,-81.59892667,57,17.4,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-044,Stephanocoenia intersepta,24.49297,-81.59892667,59,18,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-047,Stephanocoenia intersepta,24.49297,-81.59892667,57,17.4,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-049,Stephanocoenia intersepta,24.49297,-81.59892667,57,17.4,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-051,Stephanocoenia intersepta,24.49297,-81.59892667,57,17.4,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-052,Stephanocoenia intersepta,24.49297,-81.59892667,57,17.4,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-055,Stephanocoenia intersepta,24.49297,-81.59892667,61,18.6,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 46,8/26/19,26-VIII-19-2-056,Stephanocoenia intersepta,24.49297,-81.59892667,60,18.3,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-3-014,Stephanocoenia intersepta,24.494035,-81.58790833,106,32.3,Mesophotic,Tech Dive,7
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-3-016,Stephanocoenia intersepta,24.494035,-81.58790833,106,32.3,Mesophotic,Tech Dive,7
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-3-018,Stephanocoenia intersepta,24.494035,-81.58790833,106,32.3,Mesophotic,Tech Dive,7
Lower Keys,Big Coppitt,Site 47,8/26/19,26-VIII-19-4-001,Stephanocoenia intersepta,24.49105167,-81.60602833,62,18.9,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 47,8/26/19,26-VIII-19-4-003,Stephanocoenia intersepta,24.49105167,-81.60602833,60,18.3,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 47,8/26/19,26-VIII-19-4-004,Stephanocoenia intersepta,24.49105167,-81.60602833,63,19.2,Shallow,Scuba,7
Lower Keys,Big Coppitt,Site 47,8/26/19,26-VIII-19-4-005,Stephanocoenia intersepta,24.49105167,-81.60602833,59,18,Shallow,Scuba,7
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-011,Stephanocoenia intersepta,25.14415667,-80.252055,78,23.8,Shallow,Scuba,7
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-013,Stephanocoenia intersepta,25.14415667,-80.252055,74,22.6,Shallow,Scuba,7
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-015,Stephanocoenia intersepta,25.14415667,-80.252055,68,20.7,Shallow,Scuba,7
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-016,Stephanocoenia intersepta,25.14415667,-80.252055,65,19.8,Shallow,Scuba,7
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-019,Stephanocoenia intersepta,25.14415667,-80.252055,65,19.8,Shallow,Scuba,7
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-020,Stephanocoenia intersepta,25.14415667,-80.252055,65,19.8,Shallow,Scuba,8
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-022,Stephanocoenia intersepta,25.14415667,-80.252055,71,21.6,Shallow,Scuba,8
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-023,Stephanocoenia intersepta,25.14415667,-80.252055,71,21.6,Shallow,Scuba,8
Upper Keys,The Elbow,Ian's Lumps Site 52,8/27/19,27-VIII-19-4-014,Stephanocoenia intersepta,25.15823333,-80.22064,142,43.3,Mesophotic,Tech Dive,8
Upper Keys,The Elbow,Ian's Lumps Site 52,8/27/19,27-VIII-19-4-015,Stephanocoenia intersepta,25.15823333,-80.22064,142,43.3,Mesophotic,Tech Dive,8
Upper Keys,The Elbow,Ian's Lumps Site 52,8/27/19,27-VIII-19-4-016,Stephanocoenia intersepta,25.15823333,-80.22064,142,43.3,Mesophotic,Tech Dive,8
Upper Keys,The Elbow,Ian's Lumps Site 52,8/27/19,27-VIII-19-4-017,Stephanocoenia intersepta,25.15823333,-80.22064,144,43.9,Mesophotic,Tech Dive,8
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-001,Stephanocoenia intersepta,25.14404833,-80.25258833,66,20.1,Shallow,Scuba,8
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-002,Stephanocoenia intersepta,25.14404833,-80.25258833,62,18.9,Shallow,Scuba,8
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-005,Stephanocoenia intersepta,25.14404833,-80.25258833,64,19.5,Shallow,Scuba,8
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-006,Stephanocoenia intersepta,25.14404833,-80.25258833,67,20.4,Shallow,Scuba,8
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-007,Stephanocoenia intersepta,25.14404833,-80.25258833,61,18.6,Shallow,Scuba,8
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-009,Stephanocoenia intersepta,25.14404833,-80.25258833,62,18.9,Shallow,Scuba,8
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-011,Stephanocoenia intersepta,25.14404833,-80.25258833,60,18.3,Shallow,Scuba,8
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-1-007,Stephanocoenia intersepta,25.217545,-80.19341333,137,41.8,Mesophotic,Tech Dive,8
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-1-011,Stephanocoenia intersepta,25.217545,-80.19341333,137,41.8,Mesophotic,Tech Dive,8
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-1-021,Stephanocoenia intersepta,25.217545,-80.19341333,145,44.2,Mesophotic,Tech Dive,8
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-001,Stephanocoenia intersepta,25.22056667,-80.200865,91,27.7,Shallow,Scuba,8
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-003,Stephanocoenia intersepta,25.22056667,-80.200865,89,27.1,Shallow,Scuba,8
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-005,Stephanocoenia intersepta,25.22056667,-80.200865,85,25.9,Shallow,Scuba,8
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-007,Stephanocoenia intersepta,25.22056667,-80.200865,81,24.7,Shallow,Scuba,8
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-009,Stephanocoenia intersepta,25.22056667,-80.200865,87,26.5,Shallow,Scuba,8
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-010,Stephanocoenia intersepta,25.22056667,-80.200865,87,26.5,Shallow,Scuba,8
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-011,Stephanocoenia intersepta,25.22056667,-80.200865,90,27.4,Shallow,Scuba,8
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-012,Stephanocoenia intersepta,25.22056667,-80.200865,89,27.1,Shallow,Scuba,8
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-014,Stephanocoenia intersepta,25.22056667,-80.200865,93,28.3,Shallow,Scuba,9
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-015,Stephanocoenia intersepta,25.22056667,-80.200865,91,27.7,Shallow,Scuba,9
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-016,Stephanocoenia intersepta,25.22056667,-80.200865,90,27.4,Shallow,Scuba,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-001,Stephanocoenia intersepta,25.21752,-80.19336833,145,44.2,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-002,Stephanocoenia intersepta,25.21752,-80.19336833,149,45.4,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-003,Stephanocoenia intersepta,25.21752,-80.19336833,149,45.4,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-004,Stephanocoenia intersepta,25.21752,-80.19336833,144,43.9,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-005,Stephanocoenia intersepta,25.21752,-80.19336833,148,45.1,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-006,Stephanocoenia intersepta,25.21752,-80.19336833,147,44.8,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-007,Stephanocoenia intersepta,25.21752,-80.19336833,147,44.8,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-008,Stephanocoenia intersepta,25.21752,-80.19336833,146,44.5,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-009,Stephanocoenia intersepta,25.21752,-80.19336833,146,44.5,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-010,Stephanocoenia intersepta,25.21752,-80.19336833,146,44.5,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-011,Stephanocoenia intersepta,25.21752,-80.19336833,149,45.4,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-012,Stephanocoenia intersepta,25.21752,-80.19336833,148,45.1,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-013,Stephanocoenia intersepta,25.21752,-80.19336833,142,43.3,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-014,Stephanocoenia intersepta,25.21752,-80.19336833,145,44.2,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-015,Stephanocoenia intersepta,25.21752,-80.19336833,146,44.5,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-016,Stephanocoenia intersepta,25.21752,-80.19336833,144,43.9,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-017,Stephanocoenia intersepta,25.21752,-80.19336833,144,43.9,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-018,Stephanocoenia intersepta,25.21752,-80.19336833,143,43.6,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-019,Stephanocoenia intersepta,25.21752,-80.19336833,140,42.7,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-020,Stephanocoenia intersepta,25.21752,-80.19336833,139,42.4,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-021,Stephanocoenia intersepta,25.21752,-80.19336833,137,41.8,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-022,Stephanocoenia intersepta,25.21752,-80.19336833,141,43,Mesophotic,Tech Dive,9
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-023,Stephanocoenia intersepta,25.21752,-80.19336833,141,43,Mesophotic,Tech Dive,10
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-017,Stephanocoenia intersepta,25.22036,-80.20094333,92,28,Shallow,Scuba,10
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-018,Stephanocoenia intersepta,25.22036,-80.20094333,89,27.1,Shallow,Scuba,10
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-020,Stephanocoenia intersepta,25.22036,-80.20094333,91,27.7,Shallow,Scuba,10
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-022,Stephanocoenia intersepta,25.22036,-80.20094333,84,25.6,Shallow,Scuba,10
Upper Keys,Carysfort,FK-01,8/13/19,13-VIII-19-1-012,Xestospongia muta,25.2157,-80.1924,168,51.2,Mesophotic,ROV,1
Upper Keys,Carysfort,FK-01,8/13/19,13-VIII-19-1-013,Xestospongia muta,25.2157,-80.1924,160,48.8,Mesophotic,ROV,1
Upper Keys,Carysfort,FK-01,8/13/19,13-VIII-19-1-019,Xestospongia muta,25.2157,-80.1924,133,40.5,Mesophotic,ROV,1
Upper Keys,The Elbow,FK-02,8/14/19,14-VIII-19-1-009,Xestospongia muta,25.15874833,-80.21938833,157,47.9,Mesophotic,ROV,1
Upper Keys,The Elbow,FK-02,8/14/19,14-VIII-19-1-011,Xestospongia muta,25.15874833,-80.21938833,136,41.5,Mesophotic,ROV,1
Upper Keys,The Elbow,FK-02,8/14/19,14-VIII-19-1-014,Xestospongia muta,25.15874833,-80.21938833,142,43.3,Mesophotic,ROV,1
Upper Keys,The Elbow,FK-03,8/14/19,14-VIII-19-2-001,Xestospongia muta,25.15517,-80.23328667,111,33.8,Mesophotic,ROV,1
Upper Keys,The Elbow,FK-03,8/14/19,14-VIII-19-2-002,Xestospongia muta,25.15517,-80.23328667,111,33.8,Mesophotic,ROV,1
Upper Keys,The Elbow,FK-03,8/14/19,14-VIII-19-2-004,Xestospongia muta,25.15517,-80.23328667,111,33.8,Mesophotic,ROV,1
Upper Keys,The Elbow,FK-03,8/14/19,14-VIII-19-2-005,Xestospongia muta,25.15517,-80.23328667,111,33.8,Mesophotic,ROV,1
Upper Keys,Grecian Rocks,FK-04,8/15/19,15-VIII-19-1-004,Xestospongia muta,25.10855167,-80.261585,165,50.3,Mesophotic,ROV,1
Upper Keys,Grecian Rocks,FK-04,8/15/19,15-VIII-19-1-016,Xestospongia muta,25.10855167,-80.261585,145,44.2,Mesophotic,ROV,1
Upper Keys,French Reef,FK-06,8/15/19,15-VIII-19-2-001,Xestospongia muta,25.03631167,-80.31959,160,48.8,Mesophotic,ROV,1
Upper Keys,French Reef,FK-06,8/15/19,15-VIII-19-2-007,Xestospongia muta,25.03631167,-80.31959,42,12.8,Shallow,ROV,1
Upper Keys,French Reef,FK-06,8/15/19,15-VIII-19-2-009,Xestospongia muta,25.03631167,-80.31959,141,43,Mesophotic,ROV,1
Lower Keys,Big Coppitt,FK-08,8/16/19,16-VIII-19-2-007,Xestospongia muta,24.49172,-81.59309833,81,24.7,Shallow,ROV,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-003,Xestospongia muta,24.65211,-83.103095,114,34.7,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-023,Xestospongia muta,24.65211,-83.103095,112,34.1,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-010,Xestospongia muta,24.64042,-83.10294333,101,30.8,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-011,Xestospongia muta,24.64042,-83.10294333,100,30.5,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-012,Xestospongia muta,24.64042,-83.10294333,101,30.8,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-013,Xestospongia muta,24.64042,-83.10294333,101,30.8,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-016,Xestospongia muta,24.64042,-83.10294333,98,29.9,Shallow,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-032,Xestospongia muta,24.64042,-83.10294333,99,30.2,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-001,Xestospongia muta,24.67518667,-83.068585,67,20.4,Shallow,Scuba,1
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-002,Xestospongia muta,24.67518667,-83.068585,67,20.4,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-003,Xestospongia muta,24.67518667,-83.068585,68,20.7,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-004,Xestospongia muta,24.67518667,-83.068585,67,20.4,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-005,Xestospongia muta,24.67518667,-83.068585,66,20.1,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-006,Xestospongia muta,24.67518667,-83.068585,65,19.8,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-007,Xestospongia muta,24.67518667,-83.068585,64,19.5,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-008,Xestospongia muta,24.67518667,-83.068585,65,19.8,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-009,Xestospongia muta,24.67518667,-83.068585,68,20.7,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-010,Xestospongia muta,24.67518667,-83.068585,69,21,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-013,Xestospongia muta,24.67518667,-83.068585,66,20.1,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-014,Xestospongia muta,24.67518667,-83.068585,66,20.1,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-015,Xestospongia muta,24.67518667,-83.068585,64,19.5,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-018,Xestospongia muta,24.67518667,-83.068585,69,21,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-019,Xestospongia muta,24.67518667,-83.068585,68,20.7,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-020,Xestospongia muta,24.67518667,-83.068585,67,20.4,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-021,Xestospongia muta,24.67518667,-83.068585,69,21,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-023,Xestospongia muta,24.67518667,-83.068585,64,19.5,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-024,Xestospongia muta,24.67518667,-83.068585,66,20.1,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-027,Xestospongia muta,24.67518667,-83.068585,66,20.1,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-031,Xestospongia muta,24.67518667,-83.068585,66,20.1,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-032,Xestospongia muta,24.67518667,-83.068585,65,19.8,Shallow,Scuba,2
